Country_Code,Year,FDI_Net_Inflows_Pct_GDP,Energy_Intensity,Renewable_Electricity_Output_Pct,Renewable_Energy_Consumption_Pct,Net_Energy_Imports_Pct,Alternative_Nuclear_Energy_Pct,Fossil_Fuel_Consumption_Pct,Energy_Use_Per_Capita,Broad_Money_Pct_GDP,CPI_Inflation,Domestic_Credit_Pct_GDP,Gov_Expenditure_Pct_GDP,Gross_Fixed_Capital_Formation_Pct_GDP,Trade_Pct_GDP,GDP_Growth,GDP_Per_Capita
AUS,2000,3.57859921888914,6.0,8.53855887053809,8.4,-117.602689924911,1.38,89.3230426234841,5681.22885913159,67.5206398621343,4.45743514797223,,18.5380745283503,25.937640529129,40.9352109785505,3.9215029305806,45859.5162097045
AUS,2001,2.82305214676613,5.71,8.24987201460146,8.4,-126.513619589279,1.45,98.047039481528,5486.39455905443,70.1651514131993,4.40713536201469,,18.5426391217441,23.2027899270853,44.2187044989977,2.02510553454593,46191.3142366289
AUS,2002,3.70306730541186,5.54,7.93263167146404,8.7,-130.62417241528,1.39,98.2353774183339,5480.23464289818,70.2326982768036,2.98157453936348,,18.3484346536303,24.2951909323336,41.4490922022193,3.97958568067362,47486.2783216389
AUS,2003,1.92099536209977,5.57,8.53031222543274,7.2,-125.288697474724,1.38,93.9279842959948,5615.57675632995,74.5953282347256,2.73259596616786,,18.4107243359548,26.0502946054578,40.2015669125448,3.09076190489348,48394.1269478095
AUS,2004,6.9807168533431,5.45,8.27551940604288,6.7,-125.872031210017,1.34,94.078746859524,5652.13037917952,77.2473544374943,2.34325522482584,,18.3022813622208,26.6305901359698,37.0096135930442,4.22428481359962,49902.0187022536
AUS,2005,-3.60692792508376,5.33,8.92460091843429,6.7,-131.07466643319,1.29,94.2107666945866,5624.49561264785,78.2575131748516,2.69183168316832,,18.3815949567882,27.0109850212115,39.1607469727979,3.15416753184221,50853.1976727529
AUS,2006,4.08209296205438,5.4,9.33943220375381,6.8,-123.806910241922,1.34,94.3348375489683,5775.11675226564,83.3665724272263,3.55528773727026,,18.3072975284743,27.7891324899833,41.5594471705758,2.75534610557227,51553.9685966991
AUS,2007,5.19771793687634,5.31,8.71494548789465,7.0,-127.764290888944,1.32,94.5279081721256,5853.76413229662,90.4718105339808,2.32761128891475,,18.1722516420682,27.3982275856433,42.0080200326348,3.77332171303566,52531.7611201084
AUS,2008,4.2770159784301,5.38,8.17116943027123,6.8,-123.534610231999,1.16,94.5650942930512,5951.19291532561,97.7256039423242,4.35029854990048,,18.0939091867019,28.2116665493982,42.8467764017331,3.58626695226046,53336.1012157008
AUS,2009,3.11521892910031,5.28,7.52290842272387,7.1,-128.476617177707,1.23,95.8145618949755,5843.93312947132,94.3187877479573,1.77111716621253,,18.4307470583246,27.6018458255281,45.7408630288694,1.89255581922549,53237.0077642312
AUS,2010,3.0948394339821,5.17,8.61549665361888,8.2,-146.708346775748,1.48,94.9191122643155,5762.9435664152,100.459042792971,2.91834002677376,,18.8355329435523,27.0335852649882,40.5215889941287,2.21998026536549,53578.8125049759
AUS,2011,4.68881515477357,5.06,10.3928534854226,8.3,-141.942926034157,1.85,95.193382300112,5698.65597309349,99.728804783364,3.30385015608741,,18.6655613196208,26.0235915460689,41.851132029052,2.40708018291988,54111.357240336
AUS,2012,3.72019933653419,4.82,10.5266932270916,8.3,-149.195380388504,1.83,95.0858882901384,5533.72233837943,101.19446506818,1.76278015613196,,18.8983020353986,27.4093146172083,43.1642964994556,3.91670942454073,55257.5739287362
AUS,2013,3.45392766613525,4.79,13.1701197247173,9.2,-164.691774053304,2.23,92.6074388252159,5533.38146350965,105.455059106318,2.44988864142539,,18.853734962801,27.844927797376,41.2728790174276,2.60219339436559,55728.0174035719
AUS,2014,4.30470664387579,4.64,14.6168601716305,9.3,-185.555789490717,2.46,92.1303249972753,5407.4382264583,108.491631141717,2.48792270531401,,18.7777654809849,26.8750785483699,42.4840230270994,2.59528411594042,56327.8533063277
AUS,2015,3.47020901785018,4.53,13.3253353778438,9.4,-197.386842232292,2.3,92.4085902645688,5318.66679266228,113.225861547199,1.5083667216592,,19.1888755144951,26.2178411676154,41.6639319280984,2.19016928695221,56739.0265346593
AUS,2016,3.56056595221134,4.4,14.5835767304562,9.6,-206.230251314561,2.56,0.0,5216.98867184459,118.315204222111,1.2769909449733,,19.9735933226935,25.3836447487626,40.974079475775,2.7593859723839,57401.0662268939
